sku_id,forecast_week,forecast_units,model_name
SKU_173,2026-01-12,53.0,SeasonalNaive52
SKU_173,2026-01-19,94.0,SeasonalNaive52
SKU_173,2026-01-26,61.0,SeasonalNaive52
SKU_173,2026-02-02,66.0,SeasonalNaive52
SKU_173,2026-02-09,95.0,SeasonalNaive52
SKU_174,2026-01-05,44.0,SeasonalNaive52
SKU_174,2026-01-12,46.0,SeasonalNaive52
SKU_174,2026-01-19,38.0,SeasonalNaive52
SKU_174,2026-01-26,46.0,SeasonalNaive52
SKU_174,2026-02-02,57.0,SeasonalNaive52
SKU_174,2026-02-09,47.0,SeasonalNaive52
SKU_175,2026-01-05,475.0,SeasonalNaive52
SKU_175,2026-01-12,449.0,SeasonalNaive52
SKU_175,2026-01-19,467.0,SeasonalNaive52
SKU_175,2026-01-26,392.0,SeasonalNaive52
SKU_175,2026-02-02,355.0,SeasonalNaive52
SKU_175,2026-02-09,401.0,SeasonalNaive52
SKU_176,2026-01-05,136.0,SeasonalNaive52
SKU_176,2026-01-12,99.0,SeasonalNaive52
SKU_176,2026-01-19,83.0,SeasonalNaive52
SKU_176,2026-01-26,110.0,SeasonalNaive52
SKU_176,2026-02-02,113.0,SeasonalNaive52
SKU_176,2026-02-09,97.0,SeasonalNaive52
SKU_177,2026-01-05,110.0,SeasonalNaive52
SKU_177,2026-01-12,119.0,SeasonalNaive52
SKU_177,2026-01-19,112.0,SeasonalNaive52
SKU_177,2026-01-26,88.0,SeasonalNaive52
SKU_177,2026-02-02,106.0,SeasonalNaive52
SKU_177,2026-02-09,126.0,SeasonalNaive52
SKU_178,2026-01-05,26.0,SeasonalNaive52
SKU_178,2026-01-12,27.0,SeasonalNaive52
SKU_178,2026-01-19,22.0,SeasonalNaive52
SKU_178,2026-01-26,28.0,SeasonalNaive52
SKU_178,2026-02-02,23.0,SeasonalNaive52
SKU_178,2026-02-09,18.0,SeasonalNaive52
SKU_179,2026-01-05,240.0,SeasonalNaive52
SKU_179,2026-01-12,219.0,SeasonalNaive52
SKU_179,2026-01-19,269.0,SeasonalNaive52
SKU_179,2026-01-26,195.0,SeasonalNaive52
SKU_179,2026-02-02,220.0,SeasonalNaive52
SKU_179,2026-02-09,253.0,SeasonalNaive52
SKU_180,2026-01-05,503.0,SeasonalNaive52
SKU_180,2026-01-12,427.0,SeasonalNaive52
SKU_180,2026-01-19,415.0,SeasonalNaive52
SKU_180,2026-01-26,459.0,SeasonalNaive52
SKU_180,2026-02-02,443.0,SeasonalNaive52
SKU_180,2026-02-09,421.0,SeasonalNaive52
SKU_181,2026-01-05,167.0,SeasonalNaive52
SKU_181,2026-01-12,166.0,SeasonalNaive52
SKU_181,2026-01-19,136.0,SeasonalNaive52
SKU_181,2026-01-26,152.0,SeasonalNaive52
SKU_181,2026-02-02,197.0,SeasonalNaive52
SKU_181,2026-02-09,139.0,SeasonalNaive52
SKU_182,2026-01-05,22.0,SeasonalNaive52
SKU_182,2026-01-12,29.0,SeasonalNaive52
SKU_182,2026-01-19,20.0,SeasonalNaive52
SKU_182,2026-01-26,18.0,SeasonalNaive52
SKU_182,2026-02-02,21.0,SeasonalNaive52
SKU_182,2026-02-09,14.0,SeasonalNaive52
SKU_183,2026-01-05,177.0,SeasonalNaive52
SKU_183,2026-01-12,130.0,SeasonalNaive52
SKU_183,2026-01-19,170.0,SeasonalNaive52
SKU_183,2026-01-26,149.0,SeasonalNaive52
SKU_183,2026-02-02,151.0,SeasonalNaive52
SKU_183,2026-02-09,148.0,SeasonalNaive52
SKU_184,2026-01-05,105.0,SeasonalNaive52
SKU_184,2026-01-12,99.0,SeasonalNaive52
SKU_184,2026-01-19,102.0,SeasonalNaive52
SKU_184,2026-01-26,109.0,SeasonalNaive52
SKU_184,2026-02-02,96.0,SeasonalNaive52
SKU_184,2026-02-09,103.0,SeasonalNaive52
SKU_185,2026-01-05,17.0,SeasonalNaive52
SKU_185,2026-01-12,18.0,SeasonalNaive52
SKU_185,2026-01-19,28.0,SeasonalNaive52
SKU_185,2026-01-26,18.0,SeasonalNaive52
SKU_185,2026-02-02,22.0,SeasonalNaive52
SKU_185,2026-02-09,28.0,SeasonalNaive52
SKU_186,2026-01-05,101.0,SeasonalNaive52
SKU_186,2026-01-12,102.0,SeasonalNaive52
SKU_186,2026-01-19,127.0,SeasonalNaive52
SKU_186,2026-01-26,115.0,SeasonalNaive52
SKU_186,2026-02-02,136.0,SeasonalNaive52
SKU_186,2026-02-09,116.0,SeasonalNaive52
SKU_187,2026-01-05,71.0,SeasonalNaive52
SKU_187,2026-01-12,104.0,SeasonalNaive52
SKU_187,2026-01-19,65.0,SeasonalNaive52
SKU_187,2026-01-26,82.0,SeasonalNaive52
SKU_187,2026-02-02,91.0,SeasonalNaive52
SKU_187,2026-02-09,90.0,SeasonalNaive52
SKU_188,2026-01-05,97.0,SeasonalNaive52
SKU_188,2026-01-12,77.0,SeasonalNaive52
SKU_188,2026-01-19,104.0,SeasonalNaive52
SKU_188,2026-01-26,100.0,SeasonalNaive52
SKU_188,2026-02-02,74.0,SeasonalNaive52
SKU_188,2026-02-09,76.0,SeasonalNaive52
SKU_189,2026-01-05,71.0,SeasonalNaive52
SKU_189,2026-01-12,76.0,SeasonalNaive52
SKU_189,2026-01-19,76.0,SeasonalNaive52
SKU_189,2026-01-26,72.0,SeasonalNaive52
SKU_189,2026-02-02,68.0,SeasonalNaive52
SKU_189,2026-02-09,81.0,SeasonalNaive52
SKU_190,2026-01-05,453.0,SeasonalNaive52
SKU_190,2026-01-12,435.0,SeasonalNaive52
SKU_190,2026-01-19,429.0,SeasonalNaive52
SKU_190,2026-01-26,410.0,SeasonalNaive52
SKU_190,2026-02-02,369.0,SeasonalNaive52
SKU_190,2026-02-09,485.0,SeasonalNaive52
SKU_191,2026-01-05,78.0,SeasonalNaive52
SKU_191,2026-01-12,76.0,SeasonalNaive52
SKU_191,2026-01-19,100.0,SeasonalNaive52
SKU_191,2026-01-26,81.0,SeasonalNaive52
SKU_191,2026-02-02,91.0,SeasonalNaive52
SKU_191,2026-02-09,75.0,SeasonalNaive52
SKU_192,2026-01-05,231.0,SeasonalNaive52
SKU_192,2026-01-12,193.0,SeasonalNaive52
SKU_192,2026-01-19,186.0,SeasonalNaive52
SKU_192,2026-01-26,176.0,SeasonalNaive52
SKU_192,2026-02-02,200.0,SeasonalNaive52
SKU_192,2026-02-09,179.0,SeasonalNaive52
SKU_193,2026-01-05,178.0,SeasonalNaive52
SKU_193,2026-01-12,164.0,SeasonalNaive52
SKU_193,2026-01-19,153.0,SeasonalNaive52
SKU_193,2026-01-26,185.0,SeasonalNaive52
SKU_193,2026-02-02,168.0,SeasonalNaive52
SKU_193,2026-02-09,160.0,SeasonalNaive52
SKU_194,2026-01-05,170.0,SeasonalNaive52
SKU_194,2026-01-12,129.0,SeasonalNaive52
SKU_194,2026-01-19,147.0,SeasonalNaive52
SKU_194,2026-01-26,123.0,SeasonalNaive52
SKU_194,2026-02-02,142.0,SeasonalNaive52
SKU_194,2026-02-09,145.0,SeasonalNaive52
SKU_195,2026-01-05,65.0,SeasonalNaive52
SKU_195,2026-01-12,45.0,SeasonalNaive52
SKU_195,2026-01-19,72.0,SeasonalNaive52
SKU_195,2026-01-26,58.0,SeasonalNaive52
SKU_195,2026-02-02,51.0,SeasonalNaive52
SKU_195,2026-02-09,51.0,SeasonalNaive52
SKU_196,2026-01-05,148.0,SeasonalNaive52
SKU_196,2026-01-12,174.0,SeasonalNaive52
SKU_196,2026-01-19,187.0,SeasonalNaive52
SKU_196,2026-01-26,181.0,SeasonalNaive52
SKU_196,2026-02-02,179.0,SeasonalNaive52
SKU_196,2026-02-09,177.0,SeasonalNaive52
SKU_197,2026-01-05,139.0,SeasonalNaive52
SKU_197,2026-01-12,164.0,SeasonalNaive52
SKU_197,2026-01-19,126.0,SeasonalNaive52
SKU_197,2026-01-26,149.0,SeasonalNaive52
SKU_197,2026-02-02,163.0,SeasonalNaive52
SKU_197,2026-02-09,129.0,SeasonalNaive52
SKU_198,2026-01-05,128.0,SeasonalNaive52
SKU_198,2026-01-12,104.0,SeasonalNaive52
SKU_198,2026-01-19,91.0,SeasonalNaive52
SKU_198,2026-01-26,122.0,SeasonalNaive52
SKU_198,2026-02-02,124.0,SeasonalNaive52
SKU_198,2026-02-09,143.0,SeasonalNaive52
SKU_199,2026-01-05,102.0,SeasonalNaive52
SKU_199,2026-01-12,109.0,SeasonalNaive52
SKU_199,2026-01-19,73.0,SeasonalNaive52
SKU_199,2026-01-26,93.0,SeasonalNaive52
SKU_199,2026-02-02,97.0,SeasonalNaive52
SKU_199,2026-02-09,81.0,SeasonalNaive52
SKU_200,2026-01-05,371.0,SeasonalNaive52
SKU_200,2026-01-12,351.0,SeasonalNaive52
SKU_200,2026-01-19,322.0,SeasonalNaive52
SKU_200,2026-01-26,393.0,SeasonalNaive52
SKU_200,2026-02-02,354.0,SeasonalNaive52
SKU_200,2026-02-09,361.0,SeasonalNaive52
